date,Day Type,Holiday,Moon Calendar,School Events,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Season,total_passengers,total_adults,total_children,total_fare,no_of_full_fare_tickets,total_C/P_tickets,total_buses,no_of_trips_offline,no_of_MHL_passengers,no_of_city_ordinary_bus,no_of_metro_express_bus,no_of_pallevelug_bus,no_of_other_bus,no_of_metro_delux_bus,no_of_express_bus
2023-11-01,2,0,18,0,2.008475556168776,29.44175647713695,20.882213735264656,3.0,23938,23202,736,322440,12558,11380,43,362,0,25,12,6,0,0,0
2023-11-02,3,0,19,0,9.34776552717878,29.30829759306721,20.925478074786383,3.0,19093,18888,205,293975,11230,7863,40,344,0,21,14,5,0,0,0
2023-11-03,4,0,20,0,11.729872116953596,30.107325702630533,21.63447768204492,3.0,27102,26397,705,378194,14928,12172,48,388,0,29,13,6,0,0,0
2023-11-04,5,0,21,2,16.429696728115378,29.937015987428538,22.2744654007235,3.0,22655,22425,230,327600,12611,10044,45,376,0,28,11,6,0,0,0
2023-11-05,6,0,22,2,2.80191649190363,30.49440619817477,22.43617867834081,3.0,21603,21316,287,324755,12058,9544,49,396,0,28,16,6,0,0,0
2023-11-06,0,0,23,0,22.32608547106537,29.04179643802621,22.420207586500283,3.0,19654,19391,263,324575,12309,7343,45,367,0,24,18,3,0,0,0
2023-11-07,1,0,24,0,130.8161218135893,29.376378558115903,21.91265240643725,3.0,17591,17449,142,255120,9571,8020,28,267,0,18,6,4,0,0,0
2023-11-08,2,0,25,0,105.61415755091036,29.131830238391387,21.74808341664857,3.0,13057,12749,308,213505,7636,5421,31,225,0,12,13,6,0,0,0
2023-11-09,3,0,26,0,10.41044633530635,28.80375493201825,22.21590977877173,3.0,22545,22344,201,340105,13060,9485,44,376,0,28,13,3,0,0,0
2023-11-10,4,0,27,0,11.34315550231144,29.03974011999032,20.62143950066877,3.0,22710,21956,754,297170,11525,11185,42,335,0,25,12,5,0,0,0
2023-11-11,5,1,28,2,0.5950075134026984,30.038375198240885,20.48366447081997,3.0,15723,15450,273,263995,10308,5415,33,277,0,23,7,3,0,0,0
2023-11-12,6,2,29,2,0.0030100327421678,30.90682913684185,19.76919449841597,3.0,17415,17172,243,280765,10446,6969,39,313,0,22,13,4,0,0,0
2023-11-13,0,0,0,0,0.0170932028140669,30.17426369832469,19.93583626486384,3.0,16953,16725,228,265025,10232,6721,41,337,0,26,11,5,0,0,0
2023-11-14,1,0,1,0,0.1765107309835841,28.90237030524133,20.1597863144047,3.0,19839,19602,237,296545,11746,8093,44,347,0,27,13,4,0,0,0
2023-11-15,2,0,2,0,0.0148728309385876,29.36155559093686,19.65762812437941,3.0,24214,23868,346,343115,13053,11161,48,393,0,28,14,6,0,0,0
2023-11-16,3,0,3,0,0.0154698451133583,29.499973472895817,19.27161664221109,3.0,22583,22222,361,309095,12123,10456,45,362,0,29,11,5,0,0,0
2023-11-17,4,0,4,0,0.025694734119952,29.872141314664702,18.93455386745876,3.0,21154,21017,137,285485,11084,10070,42,345,0,24,12,6,0,0,0
2023-11-18,5,0,5,2,0.097780476132439,29.74058529010324,19.24677805943992,3.0,19322,19094,228,281205,11040,8282,39,332,0,25,11,4,0,0,0
2023-11-19,6,0,6,2,0.0277028177593772,30.00025460927833,19.71329446691732,3.0,22900,22597,303,323715,12136,10764,43,354,0,29,11,4,0,0,0
2023-11-20,0,0,7,0,0.005230406798916,30.018085615839084,20.395817487945408,3.0,21752,21428,324,316785,11918,9834,44,346,0,23,15,6,0,0,0
2023-11-21,1,0,8,0,5.611331083552374,28.930753697203784,20.951951704695546,3.0,21931,21733,198,300955,11711,10220,46,375,0,27,13,6,0,0,0
2023-11-22,2,0,9,0,15.798876538037822,28.564764933957008,21.470450177307896,3.0,20003,19386,617,262600,10413,9590,38,306,0,24,10,5,0,0,0
2023-11-23,3,0,10,0,31.31945901008857,27.088815413009115,21.47272807777324,3.0,17523,16796,727,258470,9858,7664,34,289,0,20,10,4,0,0,0
2023-11-24,4,0,11,0,141.49073173962617,25.832830280692463,21.21308836756896,3.0,20501,20160,341,258510,10024,10476,38,295,0,24,11,3,0,0,0
2023-11-25,5,3,12,2,13.188620458636562,28.46914042541323,20.853996957410743,3.0,22416,21508,908,318375,11863,10553,45,340,0,28,13,5,0,0,0
2023-11-26,6,3,13,2,5.129084038131946,28.469363693135502,20.954842611594984,3.0,19168,18834,334,283205,10323,8845,45,342,0,27,12,6,0,0,0
2023-11-27,0,3,14,0,0.7422565271181467,28.50831238012524,20.62797607791396,3.0,11753,11377,376,217115,8033,3720,31,276,0,14,14,3,0,0,0
2023-11-28,1,0,15,0,0.2750377353077359,28.577215544676164,20.408639624700527,3.0,22462,22103,359,334695,13053,9409,46,357,0,29,13,5,0,0,0
2023-11-29,2,1,16,0,0.0451694260647858,28.117285262639427,20.10584586490956,3.0,18920,18605,315,298910,11422,7498,35,302,0,20,10,5,0,0,0
2023-11-30,3,0,17,0,1.861312512294276,29.283605535489244,19.58216329450101,3.0,6753,6559,194,130810,4577,2175,12,77,0,8,2,2,0,0,0
2023-12-01,4,0,18,0,0.1089042892713807,29.477561183868147,18.929861794020496,0.0,23993,23202,791,342690,13357,10636,41,289,0,26,9,6,0,0,0
2023-12-02,5,0,19,2,0.0008523463179699,30.085334587993373,19.031492424493425,0.0,21333,21098,235,326610,12525,8806,44,366,0,29,13,3,0,0,0
2023-12-03,6,0,20,2,0.3914985598926327,30.0834588920286,19.919470952001404,0.0,20104,19791,313,294083,11173,8931,38,319,0,27,9,3,0,0,0
2023-12-04,0,0,21,0,5.270214256112315,26.847398502849728,21.77722182081044,0.0,20824,20542,282,343590,12664,8160,44,333,0,22,16,6,0,0,0
2023-12-05,1,0,22,0,138.73239707002176,23.67099249366379,19.828610788676546,0.0,19658,19503,155,300110,11776,7882,42,337,0,26,11,5,0,0,0
2023-12-06,2,0,23,0,20.27808183716837,25.808171043244272,19.560451495137045,0.0,19115,18810,305,273295,10749,8366,41,326,0,24,12,5,0,0,0
2023-12-07,3,0,24,0,2.1128788867315125,27.53869994863584,17.992746409554115,0.0,13492,12864,628,225435,8367,5125,30,244,0,16,9,5,0,0,0
2023-12-08,4,0,25,0,0.1191821259448683,27.93006759435343,17.617505355347248,0.0,22531,22318,213,306580,11755,10776,36,280,0,23,9,5,0,0,0
2023-12-09,5,0,26,2,0.0039516020159252,28.019175100266125,17.857382057350776,0.0,17171,16992,179,253685,9803,7368,38,304,0,23,11,4,0,0,0
2023-12-10,6,0,27,2,0.0352411687260015,27.388343425503933,17.9026694347545,0.0,21010,20723,287,250025,9220,11790,41,339,0,27,11,4,0,0,0
2023-12-11,0,0,28,0,0.0162084944008711,27.37308283626419,17.762907216251506,0.0,17134,16888,246,230115,8727,8407,43,342,0,27,13,3,0,0,0
2023-12-12,1,0,0,0,0.0394812799017628,27.547063284945693,17.888913879143956,0.0,20259,20074,185,214715,8093,12166,43,347,0,26,12,5,0,0,0
2023-12-13,2,0,1,0,0.0216706137068275,26.557062809325032,17.384309695654224,0.0,19141,18420,721,204870,7712,11428,43,351,0,25,12,6,0,0,0
2023-12-14,3,0,2,0,0.0114393556062567,26.518665694439107,17.123991025987777,0.0,17604,17505,99,203010,7811,9793,43,342,0,27,13,3,0,0,0
2023-12-15,4,0,3,0,0.0253505433372294,26.25220114997705,17.747189854824626,0.0,20384,20250,134,168375,6505,13879,39,298,3542,22,15,2,0,0,0
2023-12-16,5,0,4,2,0.6305574511769159,26.495362801369083,19.031734809362035,0.0,31641,31360,281,220005,8486,23155,46,335,9500,33,13,0,0,0,0
2023-12-17,6,0,5,2,0.0586730352001128,26.80070642820351,18.00379762668956,0.0,27649,27170,479,229375,8276,19372,45,343,7517,27,18,0,0,0,0
2023-12-18,0,0,6,0,0.0094224950188414,26.48088393916652,17.558649706471215,0.0,30265,29821,444,260695,9694,20571,48,368,8897,29,19,0,0,0,0
2023-12-19,1,0,7,0,0.0017046928064701,26.240992427931246,16.734085503187202,0.0,32150,31825,325,239840,9037,23113,48,362,10402,30,18,0,0,0,0
2023-12-20,2,0,8,0,0.0068187712827239,26.51305952727597,14.63837291082774,0.0,31293,30935,358,212050,8141,23152,47,360,9571,31,16,0,0,0,0
2023-12-21,3,0,9,0,0.0004261732051702,27.3248349978486,13.873318997669855,0.0,22686,22365,321,169946,6684,16002,37,271,7673,29,8,0,1,0,0
2023-12-22,4,0,10,2,0.0145122391472796,27.79404612638644,14.766315054867334,0.0,28185,27989,196,206050,7975,20210,35,288,8939,25,10,0,0,0,0
2023-12-23,5,3,11,2,0.0214280861428051,27.6211698399286,14.813035762211712,0.0,25531,25200,331,198845,7541,17990,33,281,8138,23,10,0,1,0,0
2023-12-24,6,3,12,2,0.0194440279201323,28.119295787027283,15.336357098091582,0.0,28704,28102,602,242570,9222,19482,36,273,7516,24,12,0,0,0,0
2023-12-25,0,3,13,2,0.0389128749193529,28.57366309166946,16.323192672479593,0.0,22247,21659,588,204973,7482,14765,31,210,5827,22,9,0,1,0,0
2023-12-26,1,3,14,2,0.0374809987050361,28.798103253792306,16.15188993968394,0.0,27468,26632,836,229293,8664,18804,33,282,7853,21,12,0,1,0,0
2023-12-27,2,0,15,0,0.036682058858808,28.109823377072303,16.30027509495818,0.0,24954,24493,461,208895,7911,17043,35,279,7848,23,12,0,0,0,0
2023-12-28,3,0,16,0,0.0069553510076441,27.678450578681407,16.101169246439838,0.0,27502,26673,829,205395,7929,19573,36,291,8984,25,11,0,0,0,0
2023-12-29,4,0,17,0,0.0011398603731552,27.51271941075277,15.910034794585895,0.0,30477,29846,631,223370,8572,21904,42,349,9970,29,14,0,0,0,0
2023-12-30,5,0,18,2,0.0008534216460218,28.1324666091582,15.940834017918462,0.0,21908,21557,351,172655,6690,15218,35,267,7150,24,11,0,0,0,0
2023-12-31,6,0,19,2,0.0106718304448787,27.882039098733287,15.893524540569672,0.0,21443,20862,581,193615,6907,14536,41,296,6199,23,18,0,0,0,0
2024-01-01,0,2,20,2,0.0677957838831764,27.76038156604443,16.211439471407402,0.0,15898,15415,483,143690,5257,10640,31,191,4443,20,11,0,0,0,0
2024-01-02,1,0,21,0,0.0761880888864047,27.143226627441948,16.0987037900814,0.0,19862,19360,502,172010,6622,13240,31,227,5959,21,10,0,0,0,0
2024-01-03,2,0,22,0,0.8229722536490001,27.54664362997181,18.57361538977466,0.0,29070,28689,381,209955,8227,20843,41,305,8328,30,11,0,0,0,0
2024-01-04,3,0,23,0,0.1274785417177686,28.293700646207185,17.61170308035412,0.0,35741,34936,805,241765,9483,26258,40,324,11631,27,13,0,0,0,0
2024-01-05,4,0,24,0,0.0086120677343163,28.158186377900904,17.131227100559272,0.0,26202,25863,339,183028,7167,19035,35,281,8536,24,11,0,0,0,0
2024-01-06,5,0,25,2,0.0334950885597345,28.25685103523233,17.130104290462725,0.0,32066,31619,447,218940,8666,23400,36,284,9801,28,8,0,0,0,0
2024-01-07,6,0,26,2,0.0086467339418064,27.03632879870344,17.297972615357367,0.0,27623,27167,456,218505,8207,19416,42,339,7525,28,14,0,0,0,0
2024-01-08,0,0,27,0,0.0078614555429491,28.27691630281032,16.840232178813324,0.0,26050,25319,731,197085,7602,18447,36,280,7347,26,10,0,0,0,0
2024-01-09,1,0,28,0,0.1174842512838429,27.88023934512472,17.644599052323144,0.0,31849,31532,317,221215,8543,23305,38,306,10644,28,10,0,0,0,0
2024-01-10,2,0,29,0,0.4557004481679152,27.98082714803286,18.163298887379085,0.0,36215,35736,479,239200,9181,27031,43,340,11322,30,13,0,0,0,0
2024-01-11,3,0,0,0,0.0335813160635379,29.98680082807317,19.192090894599744,0.0,27002,26528,474,181518,6702,20300,32,240,8704,23,9,0,0,0,0
2024-01-12,4,0,1,2,0.0287342765695016,30.142274623388573,18.915828135992854,0.0,26459,26071,388,195735,7473,18986,33,264,7999,24,9,0,0,0,0
2024-01-13,5,0,2,2,0.0017052485218139,30.52440519872107,19.049111896125567,0.0,18903,18467,436,158285,5732,13171,25,160,5496,21,4,0,0,0,1
2024-01-14,6,3,3,2,0.0105228189930273,31.024271234850858,18.877789045936368,0.0,23127,22541,586,199135,7529,15598,31,228,6121,23,8,0,0,0,0
2024-01-15,0,3,4,2,0.0020574591070976,30.28643299965381,19.40679950109734,0.0,20858,19781,1077,201125,7244,13614,30,249,4562,22,9,0,1,0,0
2024-01-16,1,3,5,2,0.0175053609570355,29.52184228976455,19.28134945194876,0.0,18381,17791,590,141216,5229,13152,23,190,4582,15,8,0,0,0,0
2024-01-17,2,0,6,2,0.0084987620328126,29.379879988904463,19.379468598291737,0.0,24664,23649,1015,199170,7240,17424,29,238,7272,22,8,0,1,0,1
2024-01-18,3,0,7,0,0.004817822163642,28.691552918019568,18.554133957534475,0.0,23750,23198,552,173480,6643,17107,33,235,7314,26,7,0,0,0,0
2024-01-19,4,0,8,0,0.0513146179223771,29.49686167055995,19.611230885570706,0.0,29480,28601,879,209215,7868,21611,36,293,8862,23,13,0,0,0,0
2024-01-20,5,0,9,2,0.7617367828871657,28.55797806296681,19.490729186468343,0.0,26400,25965,435,184565,7401,18999,34,276,8367,29,5,0,0,0,0
2024-01-21,6,0,10,2,0.3066811471683817,29.54560323383862,20.15887962657314,0.0,30607,30082,525,247155,9262,21344,44,346,8357,31,13,0,0,0,0
2024-01-22,0,0,11,0,0.0306735719713043,30.132491515543503,20.61274870627437,0.0,33896,33292,604,259190,10198,23695,40,339,9754,31,9,0,0,0,0
2024-01-23,1,0,12,0,1.4398995097739982,30.664627058839187,20.3753087489481,0.0,25075,24784,291,172195,6594,18481,32,275,8326,21,11,0,0,0,0
2024-01-24,2,0,13,0,13.047012728472458,28.65498549186748,20.430926960479155,0.0,30801,30215,586,200965,7839,22962,39,308,9267,29,10,0,0,0,0
2024-01-25,3,1,14,0,2.6134801971237187,27.8711947597007,18.69319585395442,0.0,26425,26082,343,177395,6857,19568,37,289,8950,28,9,0,0,0,0
2024-01-26,4,2,15,2,5.3141894343957405,28.90177881525625,18.066947345565325,0.0,35238,34489,749,236340,9008,26230,37,313,9812,30,7,0,0,0,0
2024-01-27,5,0,16,2,0.8930443985146028,28.27258691285357,17.148361762537547,0.0,22983,22474,509,170095,6437,16546,28,251,6752,21,8,0,1,0,0
2024-01-28,6,0,17,2,0.0847546602413468,29.09561503675485,16.248016030975634,0.0,31534,30914,620,249985,9339,22195,41,329,8876,32,10,0,0,0,0
2024-01-29,0,0,18,0,0.2110811782365098,28.94426562977668,17.404116474859734,0.0,27348,26718,630,201105,7705,19643,36,288,7535,25,11,0,0,0,0
2024-01-30,1,0,19,0,0.0231117395070527,29.28190223386639,17.31555764399758,0.0,34483,34152,331,232345,8690,25792,39,307,10892,27,12,0,0,0,0
2024-01-31,2,0,20,0,0.0073552116290898,29.71046613880867,17.831655998454323,0.0,32906,32592,314,217630,8453,24453,40,326,10169,30,10,0,0,0,0
2024-02-01,3,0,21,0,0.8527240279452766,30.462650456594133,18.83071684755868,0.0,32242,31740,502,203580,7825,24417,38,318,10131,27,11,0,0,0,0
2024-02-02,4,0,22,0,9.203582411836615,30.37399324371546,20.204467268093023,0.0,31482,31256,226,208370,7963,23517,36,316,9515,27,9,0,1,0,0
2024-02-03,5,0,23,2,6.1963583487350204,29.40768383457953,20.0080787341239,0.0,34365,33980,385,217755,8363,26002,39,332,10271,29,10,0,0,0,0
2024-02-04,6,0,24,2,0.2928260443107077,30.97066446300812,19.66235122884536,0.0,27831,27387,444,206220,7850,19980,37,292,8146,27,10,0,0,0,0
2024-02-05,0,0,25,0,0.0032398542998233,32.23304222642986,20.24033344529971,0.0,39439,38657,782,294010,11163,28275,45,350,11285,30,15,0,0,0,0
2024-02-06,1,0,26,0,0.1494529795279265,32.6293382600889,21.004816619188944,0.0,33592,33324,268,231370,8739,24853,41,344,10719,27,14,0,0,0,0
2024-02-07,2,0,27,0,0.0445709678380374,33.87620367197968,21.34120317429739,0.0,33240,32765,475,222260,8542,24698,40,346,9999,27,13,0,1,0,0
2024-02-08,3,1,28,0,0.0408169235745824,32.16091387321114,21.068033545934952,0.0,37068,36561,507,247820,9565,27503,41,359,11726,29,12,0,1,0,0
2024-02-09,4,0,29,0,0.006266642937142,32.20867068240472,20.197126279899862,0.0,24466,24185,281,159255,6088,18378,31,257,7380,22,9,0,1,0,0
2024-02-10,5,0,0,2,3.535946245690684,31.56858769502327,21.813174908528424,0.0,34887,34262,625,235160,8878,26009,40,343,10028,27,13,0,0,0,0
2024-02-11,6,0,1,2,1.9721667563136,31.2907401110802,20.24196129963957,0.0,31757,31254,503,245690,9256,22501,38,306,8340,30,8,0,0,0,0
2024-02-12,0,0,2,0,0.1692670599614527,31.21396617431384,19.149287066235274,0.0,29042,28475,567,223425,8699,20343,33,288,7351,24,9,0,0,0,0
2024-02-13,1,0,3,0,0.129121386388694,31.37607854774313,18.6808168428708,0.0,32420,32158,262,227385,8683,23737,40,325,10187,29,11,0,0,0,0
2024-02-14,2,1,4,0,0.1560388749165132,32.0150818131774,19.36893136543557,0.0,32231,31946,285,222475,8576,23655,35,317,9625,25,10,0,0,0,0
2024-02-15,3,0,5,0,0.0637031538993319,31.383090587277763,18.904560542970955,0.0,30417,29911,506,215450,8267,22150,37,313,9688,25,12,0,1,0,0
2024-02-16,4,0,6,0,0.0159161209005087,31.714823018828213,17.824799397131073,0.0,33127,32785,342,219690,8522,24605,39,300,10266,30,9,0,0,0,0
2024-02-17,5,0,7,2,0.0151565975336886,32.598110457689415,18.35071789340401,0.0,36076,35311,765,229578,8810,27266,39,326,10370,29,10,0,0,0,0
2024-02-18,6,0,8,2,0.001710653293685,33.104247168887184,18.85003359486865,0.0,26940,26398,542,200340,7600,19340,32,254,7054,26,6,0,0,0,0
2024-02-19,0,0,9,0,0.027379966381477,33.075587330227904,19.745243781938257,0.0,17998,17690,308,159230,5758,12240,27,209,5428,15,12,0,0,0,0
2024-02-20,1,0,10,0,0.0196305647688476,33.28656194245161,20.433842123889065,0.0,9078,9008,70,53815,1959,7119,13,67,2684,9,4,0,0,0,0
2024-02-21,2,0,11,0,0.0274181948233593,33.426848312364825,20.63177529039467,0.0,13566,13438,128,74365,2822,10744,12,78,3493,10,2,0,0,0,0
2024-02-22,3,0,12,0,0.0054808595060144,33.120706928373465,19.871587487349583,0.0,5554,5523,31,34895,1325,4229,8,36,1758,6,2,0,0,0,0
2024-02-23,4,0,13,0,22.046980879225924,31.754289548332736,20.756728726023823,0.0,3925,3892,33,28120,1013,2912,7,30,1368,4,3,0,0,0,0
2024-02-24,5,0,14,2,11.88047373204169,31.68412164653796,22.20715411642124,0.0,5862,5799,63,40075,1575,4287,8,44,1947,6,2,0,0,0,0
2024-02-25,6,0,15,2,10.736165283736366,30.79607654399672,21.708418867904072,0.0,16317,15937,380,132460,4909,11408,22,140,4222,19,4,0,0,0,0
2024-02-26,0,1,16,0,1.8302762732200577,31.33296029505317,20.90661969940157,0.0,24028,23693,335,184195,7061,16967,31,231,7256,22,9,0,0,0,0
2024-02-27,1,0,17,0,0.1062523287186072,32.82516926939411,20.29810587154583,0.0,31110,30845,265,204255,7988,23122,40,323,9749,30,10,0,0,0,0
2024-02-28,2,0,18,0,0.0381040140106855,33.22613708677221,20.874018622294045,0.0,22850,22678,172,165400,6233,16617,32,278,7409,23,10,0,0,0,0
2024-02-29,3,0,19,0,0.0016514500305145,32.988250519521046,21.322785254864584,0.0,28331,27440,891,173485,6868,21463,33,289,8630,25,8,0,0,0,0
2024-03-01,4,0,20,0,0.0017046926359398,33.81031765588659,21.920251409592368,0.0,30026,29464,562,175085,6734,23292,34,276,8086,26,8,0,0,0,0
2024-03-02,5,0,21,2,0.0052728780304864,35.07934049726424,22.11751562969482,0.0,29037,28707,330,199820,7716,21321,35,286,8804,26,9,0,0,0,0
2024-03-03,6,0,22,2,0.034822553450246,34.46464690754431,22.12201341178809,0.0,29185,28703,482,218235,8096,21089,42,362,7642,29,13,0,0,0,0
2024-03-04,0,0,23,0,0.0287890127372636,33.80462048400136,21.61965112570789,0.0,29155,28754,401,215870,8188,20967,36,315,8638,24,12,0,0,0,0
2024-03-05,1,0,24,0,0.0236641600473984,34.280132841452144,22.389108241561303,0.0,32903,32695,208,200360,7762,25141,34,288,9192,25,9,0,0,0,0
2024-03-06,2,0,25,0,0.0157438532446607,35.600474915859934,23.203513969645428,0.0,31765,31386,379,205488,7825,23940,36,309,9311,25,11,0,0,0,0
2024-03-07,3,0,26,0,0.0167512110799645,35.02475041663837,22.76746223927944,0.0,24844,24212,632,158810,6254,18590,33,249,7659,21,12,0,0,0,0
2024-03-08,4,2,27,2,0.0057474003784038,34.976080893547135,21.59745099617044,0.0,25781,25478,303,188325,7341,18440,35,292,7008,28,7,0,0,0,0
2024-03-09,5,0,28,2,0.0024303172807192,34.384362561861735,22.64961694163418,0.0,26674,26208,466,216670,8311,18362,38,319,7334,30,8,0,0,0,0
2024-03-10,6,0,0,2,1.2684586878625057,32.81985766314955,23.183305461175166,0.0,28885,28268,617,214940,8151,20734,41,334,7180,34,7,0,1,0,0
2024-03-11,0,0,1,0,0.1537770533780563,32.41898052701691,22.64455716607631,0.0,37349,36723,626,256053,9646,27703,40,347,9839,28,12,0,0,0,0
2024-03-12,1,0,2,0,0.005158378309521,35.257872378476975,22.986841344472,0.0,28630,28225,405,193400,7327,21303,33,280,8815,21,12,0,0,0,0
2024-03-13,2,0,3,0,0.0376057518947948,36.266424914108086,24.696491517390427,0.0,29037,28438,599,180190,6883,22154,32,275,8364,23,9,0,0,0,0
2024-03-14,3,0,4,0,0.1979592392138554,34.57263943650173,24.096980682615936,0.0,25911,25653,258,172695,6705,19206,34,283,7923,24,10,0,0,0,0
2024-03-15,4,0,5,0,0.0572139840853049,34.86407486470529,23.35029895012821,0.0,32749,32438,311,206215,7858,24889,34,314,9396,25,9,0,1,0,0
2024-03-16,5,0,6,2,35.25401888358248,33.091001996471505,23.27428562677511,0.0,28596,28253,343,182025,7047,21549,35,287,8709,25,10,0,0,0,0
2024-03-17,6,0,7,2,8.092699581468395,31.232883997042848,23.38981273172664,0.0,32573,32027,546,243225,9250,23323,43,341,8899,32,11,0,1,0,0
2024-03-18,0,0,8,0,1.3885527718218649,31.866748994840293,23.02962398546265,0.0,34930,34008,922,232335,8937,25993,44,355,9339,34,11,0,1,0,0
2024-03-19,1,0,9,0,10.741276146085369,33.4820367731071,22.533723010311576,0.0,33386,32995,391,200050,7620,25766,38,347,10400,26,12,0,0,0,0
2024-03-20,2,0,10,0,9.231389396003468,30.81370017738209,21.11785380097541,0.0,35427,34935,492,212575,8357,27070,37,323,10747,29,8,0,0,0,0
2024-03-21,3,0,11,0,0.5541251471768033,32.66893488999551,20.64925968326781,0.0,33526,32997,529,204335,8001,25525,44,360,10733,33,11,0,0,0,0
2024-03-22,4,0,12,0,0.067242136371424,34.10359172137879,21.397970658601764,0.0,38260,37894,366,216260,8522,29738,45,391,11925,33,12,0,0,0,0
2024-03-23,5,0,13,2,0.0169681123625903,34.98817584575954,22.47217714568609,0.0,34204,33623,581,207950,8012,26192,42,352,10762,32,10,0,0,0,0
2024-03-24,6,0,14,2,0.0272895360601727,35.25721411168081,23.21918160190944,0.0,27018,26665,353,184770,7024,19994,36,304,7501,31,5,0,0,0,0
2024-03-25,0,2,15,2,0.0597743883495865,35.64504287168063,22.98195043214855,1.0,29436,28948,488,208050,8023,21413,45,392,8241,30,15,0,0,0,0
2024-03-26,1,0,16,0,0.0034532584463762,36.37540350128052,23.403062991054355,1.0,31612,31246,366,209125,8267,23345,41,352,9931,31,10,0,0,0,0
2024-03-27,2,0,17,0,0.0094994704050828,36.371238225483694,22.31854544659893,1.0,34272,33434,838,212710,8382,25890,42,348,10498,33,9,0,0,0,0
2024-03-28,3,0,18,0,0.0129215783486233,37.40200298343194,23.005560651184112,1.0,28171,27795,376,184500,7228,20943,37,330,9120,27,10,0,0,0,0
2024-03-29,4,2,19,2,0.7961711786251985,37.32158840579035,24.75669662793609,1.0,32552,32125,427,217045,8501,24051,39,333,9944,27,12,0,0,0,0
2024-03-30,5,0,20,2,0.0526415523622088,37.42344215368684,24.323002715457847,1.0,31696,31238,458,220225,8581,23114,39,335,10051,31,9,0,0,0,0
2024-03-31,6,1,21,2,0.0136626117068772,37.110206520165605,24.27109997433888,1.0,28012,27541,471,204063,7978,20034,39,324,7819,30,9,0,0,0,0
2024-04-01,0,0,22,0,0.0031803170624948,38.44176087571708,24.178280071166512,1.0,33878,33328,550,241295,9462,24415,40,349,10050,30,10,0,0,0,0
2024-04-02,1,0,23,0,0.375953333954661,37.65715595064989,25.23756293571114,1.0,41918,41504,414,264495,10284,31634,45,370,13183,32,13,0,0,0,0
2024-04-03,2,0,24,0,0.0320278248356328,37.53929858432133,25.237570067172896,1.0,30982,30674,308,205610,8114,22868,38,324,10265,27,11,0,0,0,0
2024-04-04,3,0,25,0,0.019129194664816,38.5331131510232,25.25387689801005,1.0,34643,34254,389,220638,8685,25958,40,352,11031,26,15,0,0,0,0
2024-04-05,4,2,26,2,0.0631532709699511,39.66259569647656,26.126356228715167,1.0,33312,32565,747,228475,8952,24360,37,313,9986,29,8,0,0,0,0
2024-04-06,5,0,27,2,0.0083253621270753,39.63294176890372,26.81468211668192,1.0,27355,26969,386,195800,7456,19897,25,250,8038,17,8,0,0,0,0
2024-04-07,6,1,28,2,0.0047593036249162,39.49835038588532,26.453353020642567,1.0,31415,30870,545,252015,9644,21771,40,348,8770,31,11,0,0,0,0
2024-04-08,0,0,0,1,0.300239188874354,36.91342424101913,24.453594477918216,1.0,32745,32372,373,229945,8755,23990,42,355,9262,26,16,0,0,0,0
2024-04-09,1,2,1,1,8.288589784549433,34.49617407689237,24.08383224915343,1.0,27456,27159,297,217550,8298,19157,41,361,7696,26,15,0,0,0,0
2024-04-10,2,0,2,1,0.7424138443867295,35.92754641087879,24.182886851842568,1.0,28763,28347,416,205195,7950,20813,39,322,8393,25,14,0,0,0,0
2024-04-11,3,2,3,1,4.551232289439249,33.06410715456701,25.01485545416972,1.0,24161,23639,522,180500,6980,17180,32,283,6823,19,13,0,0,0,0
2024-04-12,4,2,4,1,30.45780490477,32.711683989543815,24.65598951668295,1.0,33614,32837,777,230495,8764,24850,38,335,9413,25,13,0,0,0,0
2024-04-13,5,0,5,2,7.579459084330201,33.6970894780095,24.969317960093065,1.0,32445,31921,524,239850,9388,23057,40,344,9967,26,14,0,0,0,0
2024-04-14,6,2,6,1,2.3695132555269964,36.28990142411192,25.65317134170965,1.0,26842,26238,604,226720,8434,18408,45,354,7442,30,15,0,0,0,0
2024-04-15,0,0,7,1,0.1363733231187007,37.86145766724036,25.37742798860228,1.0,38176,37424,752,273405,10479,27697,44,372,10732,30,14,0,0,0,0
2024-04-16,1,0,8,1,0.0013253121391368,38.710663977203694,25.886399224232093,1.0,29369,28994,375,205800,7878,21491,39,349,9742,23,16,0,0,0,0
2024-04-17,2,2,9,1,0.395127471561086,38.52743717600441,26.22964117657,1.0,29888,29630,258,196370,7483,22405,43,376,9204,27,17,0,0,0,0
2024-04-18,3,0,10,1,0.1078673851080498,39.13058095112643,26.89129538471952,1.0,32756,32361,395,215335,8412,24344,41,349,10107,28,13,0,0,0,0
2024-04-19,4,0,11,2,5.16094249268731,38.89606345892906,27.7569560644684,1.0,29292,29080,212,192880,7306,21986,35,297,9138,22,13,0,0,0,0
2024-04-20,5,0,12,2,24.70703817917356,37.103466174115056,27.54984922260684,1.0,35479,35005,474,235320,9319,26159,41,336,11410,33,8,0,0,0,0
2024-04-21,6,1,13,2,8.217216999843544,38.5995642298389,27.064965704333304,1.0,29567,29107,460,216690,8291,21272,40,342,8339,30,10,0,0,0,0
